,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Shots,OutOfBox,SixYardBox,PenaltyArea,Rating
2715,José Giménez,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,27,2430,12,1,2,9,7.22
2716,José Giménez,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,8,631,7,-,-,7,7.07
2717,José Giménez,2015,Uruguay,International-Copa-America,ICA,4,360,2,-,-,2,7.51
2718,José Giménez,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,20,1752,7,-,3,4,7.52
2719,José Giménez,2014/2015,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,274,2,-,-,2,7.33
2720,José Giménez,2013/2014,Atletico Madr..,Spain-La-Liga,SLL,1,90,2,-,2,-,6.67
2721,José Giménez,2014,Uruguay,International-FIFA-World-Cup,WC,3,270,1,-,-,1,6.87
2722,Gelson Martins,2017/2018,Sporting CP,Portugal-Liga-NOS,PLN,31,2688,47,16,3,28,7.4
2723,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Europa-League,UEL,5,445,9,1,2,6,7.07
2724,Gelson Martins,2017/2018,Sporting CP,Europe-UEFA-Champions-League,UCL,6,463,7,-,-,7,6.77
2725,Gelson Martins,2016/2017,Sporting CP,Portugal-Liga-NOS,PLN,32,2771,53,14,9,30,7.31
2726,Gelson Martins,2016/2017,Sporting CP,Europe-UEFA-Champions-League,UCL,6,506,8,2,1,5,7.0
2727,Gelson Martins,2015/2016,Sporting CP,Europe-UEFA-Europa-League,UEL,6,273,4,1,1,2,6.67
2728,Kepa Arrizabalaga,2017/2018,Athletic Bilb..,Spain-La-Liga,SLL,30,2700,-,-,-,-,6.79
2729,Kepa Arrizabalaga,2016/2017,Athletic Bilb..,Spain-La-Liga,SLL,23,2016,-,-,-,-,6.56
2731,Benjamin Mendy,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,1,90,1,1,-,-,6.84
2732,Benjamin Mendy,2017/2018,Manchester Ci..,England-Premier-League,EPL,7,362,5,3,-,2,6.87
2733,Benjamin Mendy,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,7,525,6,2,-,4,7.52
2734,Benjamin Mendy,2016/2017,Monaco,France-Ligue-1,FL1,25,2060,14,8,-,6,7.25
2735,Benjamin Mendy,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,7,606,6,5,-,1,7.42
2736,Benjamin Mendy,2015/2016,Marseille,France-Ligue-1,FL1,24,1953,7,4,-,3,7.14
2737,Benjamin Mendy,2014/2015,Marseille,France-Ligue-1,FL1,33,2921,22,13,1,8,7.2
2738,Benjamin Mendy,2013/2014,Marseille,Europe-UEFA-Champions-League,UCL,2,180,1,1,-,-,6.77
2739,Benjamin Mendy,2013/2014,Marseille,France-Ligue-1,FL1,24,1730,9,5,-,4,6.97
2741,Dominik Livakovic,2016/2017,Dinamo Zagreb,,UCL,4,360,-,-,-,-,7.23
2742,Emil Krafth,2017/2018,Bologna,Italy-Serie-A,ISA,12,947,2,1,-,1,6.42
2743,Emil Krafth,2016/2017,Bologna,Italy-Serie-A,ISA,26,1651,6,5,-,1,6.35
2744,Emil Krafth,2015/2016,Bologna,Italy-Serie-A,ISA,4,144,-,-,-,-,6.43
2745,Emil Krafth,2012/2013,Helsingborg,Europe-UEFA-Europa-League,UEL,2,155,-,-,-,-,6.8
2746,Leander Dendoncker,2017/2018,Anderlecht,Europe-UEFA-Champions-League,UCL,6,540,3,3,-,-,6.1
2747,Leander Dendoncker,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,12,1080,12,9,-,3,7.25
2748,Leander Dendoncker,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,6,540,4,3,1,-,6.76
2749,Leander Dendoncker,2014/2015,Anderlecht,Europe-UEFA-Champions-League,UCL,4,140,-,-,-,-,6.43
2750,Leander Dendoncker,2014/2015,Anderlecht,Europe-UEFA-Europa-League,UEL,2,171,2,-,-,2,7.0
2752,Mouez Hassen,2015/2016,Nice,France-Ligue-1,FL1,14,1075,-,-,-,-,6.77
2753,Mouez Hassen,2014/2015,Nice,France-Ligue-1,FL1,30,2700,-,-,-,-,6.46
2754,Mouez Hassen,2013/2014,Nice,France-Ligue-1,FL1,5,361,-,-,-,-,6.45
2755,Yerry Mina,2017/2018,Barcelona,Spain-La-Liga,SLL,5,370,3,-,-,3,6.89
2756,Yerry Mina,2017,Palmeiras,Brazil-Brasileirão,BSA,15,1324,12,1,1,10,7.19
2757,Yerry Mina,2016,Palmeiras,Brazil-Brasileirão,BSA,13,990,14,3,3,8,7.29
2760,Karol Linetty,2017/2018,Sampdoria,Italy-Serie-A,ISA,29,2133,26,13,2,11,6.71
2761,Karol Linetty,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,2386,20,12,1,7,6.74
2762,Karol Linetty,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,5,336,3,2,-,1,6.61
2763,M'Baye Niang,2017/2018,Torino,Italy-Serie-A,ISA,26,1540,48,17,-,31,6.69
2764,M'Baye Niang,2016/2017,AC Milan,Italy-Serie-A,ISA,18,1123,35,14,2,19,6.55
2765,M'Baye Niang,2016/2017,Watford,England-Premier-League,EPL,16,1254,32,19,-,13,6.75
2766,M'Baye Niang,2015/2016,AC Milan,Italy-Serie-A,ISA,16,1162,37,13,1,23,7.02
2767,M'Baye Niang,2014/2015,Genoa,Italy-Serie-A,ISA,14,971,35,13,3,19,7.02
2768,M'Baye Niang,2014/2015,AC Milan,Italy-Serie-A,ISA,5,87,4,2,-,2,6.24
2769,M'Baye Niang,2013/2014,AC Milan,Italy-Serie-A,ISA,8,237,13,6,-,7,6.51
2770,M'Baye Niang,2013/2014,Montpellier,France-Ligue-1,FL1,19,1386,47,18,-,29,6.77
2771,M'Baye Niang,2012/2013,AC Milan,Italy-Serie-A,ISA,20,869,25,13,-,12,6.68
2772,M'Baye Niang,2012/2013,AC Milan,Europe-UEFA-Champions-League,UCL,2,77,1,-,-,1,5.94
2773,M'Baye Niang,2011/2012,Caen,France-Ligue-1,FL1,23,1053,27,9,-,18,6.36
2774,M'Baye Niang,2010/2011,Caen,France-Ligue-1,FL1,7,343,12,3,2,7,6.86
2775,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Europa-League,UEL,5,450,14,12,-,2,7.43
2776,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,537,8,5,-,3,6.78
2777,Aleksandr Golovin,2017/2018,CSKA Moscow,Russia-Premier-League,RPL,27,2283,57,43,2,12,7.25
2778,Aleksandr Golovin,2016/2017,CSKA Moscow,Russia-Premier-League,RPL,30,2524,50,34,2,14,7.23
2779,Aleksandr Golovin,2016/2017,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,496,5,2,1,2,6.86
2780,Aleksandr Golovin,2015/2016,CSKA Moscow,Russia-Premier-League,RPL,17,621,16,12,-,4,6.49
2781,Aleksandr Golovin,2015/2016,CSKA Moscow,Europe-UEFA-Champions-League,UCL,1,16,-,-,-,-,6.16
2782,Aleksandr Golovin,2014/2015,CSKA Moscow,Russia-Premier-League,RPL,7,121,2,2,-,-,6.38
2783,Aleksandr Golovin,2016,Russia,International-European-Championship,UEC,3,161,2,2,-,-,6.18
2784,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,10,690,11,4,2,5,6.53
2785,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,29,1980,40,12,1,27,6.76
2786,Anton Miranchuk,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,3,82,3,1,-,2,6.07
2787,Nahitan Nández,2017/2018,Boca Juniors,,APD,24,1887,26,12,-,14,6.96
2788,Lucas Torreira,2017/2018,Sampdoria,Italy-Serie-A,ISA,36,3185,33,29,-,4,7.17
2789,Lucas Torreira,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,3049,19,13,1,5,6.98
2791,Presnel Kimpembe,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,1,90,1,-,1,-,7.25
2792,Presnel Kimpembe,2015/2016,Paris Saint G..,France-Ligue-1,FL1,6,426,-,-,-,-,7.28
2793,Presnel Kimpembe,2014/2015,Paris Saint G..,France-Ligue-1,FL1,1,14,-,-,-,-,6.27
2794,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,-,6.67
2795,Lucas Hernández,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,305,-,-,-,-,6.92
2796,Lucas Hernández,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,10,834,-,-,-,-,7.04
2797,Lucas Hernández,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,181,-,-,-,-,6.59
2798,Lucas Hernández,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,1,2,-,-,-,-,6.0
2799,Giovani Lo Celso,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,151,5,2,-,3,6.22
2800,Giovani Lo Celso,2017/2018,Paris Saint G..,France-Ligue-1,FL1,33,1769,38,23,1,14,7.06
2801,Giovani Lo Celso,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,9,629,13,10,-,3,6.76
2802,Giovani Lo Celso,2016/2017,Paris Saint G..,France-Ligue-1,FL1,4,81,3,2,-,1,6.72
2803,Giovani Lo Celso,2016,Rosario Centr..,Argentina-Primera-División,APD,14,996,24,19,-,5,7.17
2804,Cristian Pavón,2017/2018,Boca Juniors,Argentina-Primera-División,APD,26,2283,65,37,-,28,7.57
2805,Cristian Pavón,2016/2017,Boca Juniors,Argentina-Primera-División,APD,30,2585,82,52,2,28,7.37
2806,Cristian Pavón,2016,Boca Juniors,Argentina-Primera-División,APD,3,205,3,2,-,1,6.48
2807,Tin Jedvaj,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,3,265,1,1,-,-,6.6
2808,Tin Jedvaj,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,3,138,-,-,-,-,6.58
2809,Tin Jedvaj,2016,Croatia,International-European-Championship,UEC,1,90,1,-,-,1,6.63
2810,Tin Jedvaj,2013/2014,Roma,Italy-Serie-A,ISA,2,97,-,-,-,-,6.71
2811,Samúel Friðjónsson,2017,Vaalerenga,,NE,11,582,13,6,-,7,6.52
2812,Tyronne Ebuehi,2017/2018,ADO Den Haag,Netherlands-Eredivisie,NE,28,2375,6,5,-,1,6.83
2813,Tyronne Ebuehi,2016/2017,ADO Den Haag,Netherlands-Eredivisie,NE,29,2486,5,-,2,3,6.68
2814,Tyronne Ebuehi,2015/2016,ADO Den Haag,Netherlands-Eredivisie,NE,14,1231,1,1,-,-,6.57
2815,Tyronne Ebuehi,2014/2015,ADO Den Haag,Netherlands-Eredivisie,NE,7,278,1,-,-,1,6.24
2819,Niklas Süle,2017/2018,Bayern Munich,Germany-Bundesliga,GB,27,1919,18,4,1,13,6.9
2820,Niklas Süle,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,644,6,1,-,5,6.55
2821,Niklas Süle,2016/2017,Hoffenheim,Germany-Bundesliga,GB,33,2887,25,4,3,18,6.99
2822,Niklas Süle,2015/2016,Hoffenheim,Germany-Bundesliga,GB,33,2970,8,1,1,6,6.86
2823,Niklas Süle,2014/2015,Hoffenheim,Germany-Bundesliga,GB,15,1270,9,1,2,6,7.2
2824,Niklas Süle,2013/2014,Hoffenheim,Germany-Bundesliga,GB,25,1887,12,2,2,8,7.15
2825,Niklas Süle,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,87,-,-,-,-,5.84
2826,Julian Brandt,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,34,2337,43,13,1,29,6.98
2827,Julian Brandt,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,32,2306,46,16,-,30,6.95
2828,Julian Brandt,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,534,8,2,-,6,6.92
2829,Julian Brandt,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,1626,30,6,1,23,6.84
2830,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,292,3,1,-,2,6.51
2831,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,86,1,-,-,1,6.22
2832,Julian Brandt,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,25,1112,20,5,1,14,6.71
2833,Julian Brandt,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,119,-,-,-,-,6.11
2834,Julian Brandt,2013/2014,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,2,68,-,-,-,-,5.92
2835,Julian Brandt,2013/2014,Bayer Leverku..,Germany-Bundesliga,GB,12,597,11,5,-,6,6.66
2838,Hirving Lozano,2017/2018,PSV Eindhoven,,NE,29,2350,100,37,7,56,7.9
2839,Hwang Hee-chan,2017/2018,Salzburg,Europe-UEFA-Europa-League,UEL,9,491,12,2,-,10,6.63
2840,Hwang Hee-chan,2016/2017,Salzburg,Europe-UEFA-Europa-League,UEL,3,52,2,-,1,1,6.66
2841,Ruben Loftus-Cheek,2017/2018,Crystal Palac..,England-Premier-League,EPL,24,1875,32,9,2,21,7.08
2842,Ruben Loftus-Cheek,2016/2017,Chelsea,England-Premier-League,EPL,6,31,1,-,-,1,6.09
2843,Ruben Loftus-Cheek,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,1,77,-,-,-,-,8.16
2844,Ruben Loftus-Cheek,2015/2016,Chelsea,England-Premier-League,EPL,13,408,12,4,-,8,6.49
2845,Ruben Loftus-Cheek,2015,England U21,International-EURO-U-21,IEU,2,44,-,-,-,-,6.55
2846,Ruben Loftus-Cheek,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,1,7,-,-,-,-,6.52
2847,Ruben Loftus-Cheek,2014/2015,Chelsea,England-Premier-League,EPL,3,134,1,1,-,-,6.33
2849,Alex Iwobi,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,2,77,1,-,-,1,6.29
2850,Andreas Christensen,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,6.5
2851,Andreas Christensen,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,7.1
2852,Andreas Christensen,2014/2015,Chelsea,England-Premier-League,EPL,1,12,-,-,-,-,6.08
2853,Leroy Sané,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,1,61,3,3,-,-,7.67
2854,Leroy Sané,2016,Germany,International-European-Championship,UEC,1,11,-,-,-,-,5.95
2855,Leroy Sané,2013/2014,Schalke 04,Germany-Bundesliga,GB,1,16,1,-,-,1,6.31
2856,Saeid Ezatolahi,2017/2018,Amkar,Russia-Premier-League,RPL,15,996,21,14,2,5,6.99
2857,Saeid Ezatolahi,2016/2017,FC Rostov,Russia-Premier-League,RPL,10,515,8,6,-,2,6.53
2858,Saeid Ezatolahi,2016/2017,Anzhi Makhach..,Russia-Premier-League,RPL,10,404,12,8,-,4,6.55
2859,Saeid Ezatolahi,2016/2017,FC Rostov,Europe-UEFA-Champions-League,UCL,2,2,1,-,-,1,6.0
2860,Saeid Ezatolahi,2015/2016,FC Rostov,Russia-Premier-League,RPL,1,8,-,-,-,-,6.05
2861,Ousmane Dembélé,2017/2018,Barcelona,Spain-La-Liga,SLL,17,931,20,7,2,11,7.15
2862,Ousmane Dembélé,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,3,143,3,1,-,2,6.91
2863,Ousmane Dembélé,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,32,2042,55,18,3,34,7.44
2864,Ousmane Dembélé,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,10,770,21,7,1,13,7.5
2865,Ousmane Dembélé,2015/2016,Rennes,France-Ligue-1,FL1,26,1937,56,19,4,33,7.55
2867,Youri Tielemans,2014/2015,Anderlecht,Europe-UEFA-Europa-League,UEL,2,161,3,2,-,1,6.71
2869,Hamza Mendyl,2017/2018,Lille,France-Ligue-1,FL1,12,851,2,1,-,1,6.31
2870,Hamza Mendyl,2016/2017,Lille,France-Ligue-1,FL1,1,11,-,-,-,-,6.16
2871,Albert Guðmundsson,2017/2018,PSV Eindhoven,,NE,9,176,6,2,-,4,6.55
2872,Achraf Hakimi,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,-,6.29
2873,Francis Uzoho,2017/2018,Deportivo La ..,,SLL,2,180,-,-,-,-,7.1
2874,Trent Alexander-Arnold,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,10,821,8,4,-,4,7.07
2875,Trent Alexander-Arnold,2017/2018,Liverpool,England-Premier-League,EPL,19,1576,12,7,-,5,7.02
2876,Trent Alexander-Arnold,2016/2017,Liverpool,England-Premier-League,EPL,7,166,3,1,-,2,6.2
2877,Aleksandar Kolarov,2017/2018,Roma,Italy-Serie-A,ISA,35,3061,63,53,-,10,7.52
2878,Aleksandar Kolarov,2017/2018,Roma,Europe-UEFA-Champions-League,UCL,12,1080,16,9,-,7,7.32
2879,Aleksandar Kolarov,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,540,6,5,1,-,7.02
2880,Aleksandar Kolarov,2016/2017,Manchester Ci..,England-Premier-League,EPL,29,2533,32,26,-,6,7.3
2881,Aleksandar Kolarov,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,392,4,3,-,1,6.84
2882,Aleksandar Kolarov,2015/2016,Manchester Ci..,England-Premier-League,EPL,29,2282,39,25,-,14,7.14
2883,Aleksandar Kolarov,2014/2015,Manchester Ci..,Europe-UEFA-Champions-League,UCL,4,183,4,3,-,1,6.62
2884,Aleksandar Kolarov,2014/2015,Manchester Ci..,England-Premier-League,EPL,21,1486,27,21,-,6,7.32
2885,Aleksandar Kolarov,2013/2014,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,531,6,3,-,3,7.0
2886,Aleksandar Kolarov,2013/2014,Manchester Ci..,England-Premier-League,EPL,30,1971,53,35,-,18,7.12
2887,Aleksandar Kolarov,2012/2013,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,166,6,4,-,2,6.59
2888,Aleksandar Kolarov,2012/2013,Manchester Ci..,England-Premier-League,EPL,20,1051,23,19,-,4,6.8
2889,Aleksandar Kolarov,2011/2012,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,280,8,4,-,4,7.03
2890,Aleksandar Kolarov,2011/2012,Manchester Ci..,England-Premier-League,EPL,12,821,25,19,-,6,7.18
2891,Aleksandar Kolarov,2010/2011,Manchester Ci..,England-Premier-League,EPL,24,1717,48,43,-,5,6.89
2892,Aleksandar Kolarov,2009/2010,Lazio,Italy-Serie-A,ISA,33,2926,99,75,-,24,7.21
2893,Yann Sommer,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,30,2627,-,-,-,-,6.79
2894,Yann Sommer,2016/2017,Borussia M.Gl..,Germany-Bundesliga,GB,34,3060,-,-,-,-,6.65
2895,Yann Sommer,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.69
2896,Yann Sommer,2016/2017,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,7.05
2897,Yann Sommer,2015/2016,Borussia M.Gl..,Germany-Bundesliga,GB,32,2880,-,-,-,-,6.63
2898,Yann Sommer,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.53
2899,Yann Sommer,2014/2015,Borussia M.Gl..,Germany-Bundesliga,GB,34,3060,-,-,-,-,7.08
2900,Yann Sommer,2014/2015,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,8,720,-,-,-,-,6.9
2901,Yann Sommer,2016,Switzerland,International-European-Championship,UEC,4,360,-,-,-,-,7.06
2902,Yann Sommer,2013/2014,FC Basel 1893,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.71
2903,Yann Sommer,2013/2014,FC Basel 1893,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,7.6
2904,Yann Sommer,2012/2013,FC Basel 1893,Europe-UEFA-Europa-League,UEL,14,1260,-,-,-,-,6.99
2905,Yann Sommer,2011/2012,FC Basel 1893,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,6.89
2906,Roman Bürki,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,33,2970,-,-,-,-,6.58
2907,Roman Bürki,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,6.11
2908,Roman Bürki,2017/2018,Borussia Dort..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.51
2909,Roman Bürki,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,27,2430,-,-,-,-,6.67
2910,Roman Bürki,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,6.5
2911,Roman Bürki,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,33,2970,-,-,-,-,6.56
2912,Roman Bürki,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,7.32
2913,Roman Bürki,2014/2015,Freiburg,Germany-Bundesliga,GB,34,3060,-,-,-,-,7.09
2914,Gregor Kobel,2017/2018,Hoffenheim,,UEL,1,90,-,-,-,-,6.33
2915,Yvon Mvogo,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,1,90,-,-,-,-,6.25
2916,Yvon Mvogo,2016/2017,BSC Young Boy..,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,6.39
2917,Yvon Mvogo,2014/2015,BSC Young Boy..,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,-,6.86
2918,Stephan Lichtsteiner,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,2,102,-,-,-,-,6.88
2919,Stephan Lichtsteiner,2016/2017,Juventus,Europe-UEFA-Champions-League,UCL,1,73,-,-,-,-,6.69
2921,Johan Djourou,2017/2018,Antalyaspor,Turkey-Super-Lig,TS,18,1515,4,-,-,4,6.77
2922,Johan Djourou,2016/2017,Hamburger SV,Germany-Bundesliga,GB,14,1142,4,-,1,3,6.43
2923,Johan Djourou,2015/2016,Hamburger SV,Germany-Bundesliga,GB,26,2293,8,-,-,8,6.77
2924,Johan Djourou,2014/2015,Hamburger SV,Germany-Bundesliga,GB,32,2805,7,1,1,5,7.05
2925,Johan Djourou,2016,Switzerland,International-European-Championship,UEC,4,360,2,-,-,2,6.71
2926,Johan Djourou,2013/2014,Hamburger SV,Germany-Bundesliga,GB,22,1894,6,-,3,4,7.18
2927,Johan Djourou,2014,Switzerland,International-FIFA-World-Cup,WC,4,360,-,-,-,-,6.86
2928,Johan Djourou,2012/2013,Hannover 96,Germany-Bundesliga,GB,14,1205,2,-,1,1,7.0
2929,Johan Djourou,2012/2013,Hannover 96,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,-,6.77
2930,Johan Djourou,2011/2012,Arsenal,Europe-UEFA-Champions-League,UCL,4,171,-,-,-,-,5.84
2931,Johan Djourou,2011/2012,Arsenal,England-Premier-League,EPL,18,1167,4,-,-,4,6.55
2932,Johan Djourou,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,6,540,2,-,1,1,6.94
2933,Johan Djourou,2010/2011,Arsenal,England-Premier-League,EPL,22,1796,8,-,1,7,6.97
2934,Johan Djourou,2009/2010,Arsenal,England-Premier-League,EPL,1,28,-,-,-,-,6.51
2935,Ricardo Rodríguez,2017/2018,AC Milan,Italy-Serie-A,ISA,34,3006,30,24,-,6,6.7
2936,Ricardo Rodríguez,2017/2018,AC Milan,Europe-UEFA-Europa-League,UEL,7,545,5,3,1,1,7.08
2937,Ricardo Rodríguez,2016/2017,Wolfsburg,Germany-Bundesliga,GB,24,2019,22,20,-,2,6.72
2938,Ricardo Rodríguez,2015/2016,Wolfsburg,Germany-Bundesliga,GB,24,2067,26,24,-,2,7.1
2939,Ricardo Rodríguez,2015/2016,Wolfsburg,Europe-UEFA-Champions-League,UCL,9,736,5,4,-,1,7.05
2940,Ricardo Rodríguez,2014/2015,Wolfsburg,Germany-Bundesliga,GB,26,2294,33,28,-,5,7.72
2941,Ricardo Rodríguez,2014/2015,Wolfsburg,Europe-UEFA-Europa-League,UEL,9,786,11,10,-,1,7.3
2942,Ricardo Rodríguez,2016,Switzerland,International-European-Championship,UEC,4,360,8,8,-,-,7.19
2943,Ricardo Rodríguez,2013/2014,Wolfsburg,Germany-Bundesliga,GB,34,3060,38,32,1,5,8.01
2944,Ricardo Rodríguez,2014,Switzerland,International-FIFA-World-Cup,WC,4,360,3,3,-,-,7.98
2945,Ricardo Rodríguez,2012/2013,Wolfsburg,Germany-Bundesliga,GB,24,1718,20,17,-,4,7.15
2946,Ricardo Rodríguez,2011/2012,Wolfsburg,Germany-Bundesliga,GB,17,1530,9,8,-,1,6.91
2947,Michael Lang,2017/2018,FC Basel 1893,Europe-UEFA-Champions-League,UCL,8,720,8,1,2,5,7.23
2948,Michael Lang,2016/2017,FC Basel 1893,Europe-UEFA-Champions-League,UCL,5,450,4,2,1,1,6.28
2949,Michael Lang,2015/2016,FC Basel 1893,Europe-UEFA-Europa-League,UEL,10,812,5,2,1,2,6.76
2950,Michael Lang,2016,Switzerland,International-European-Championship,UEC,2,11,-,-,-,-,6.12
2951,François Moubandje,2017/2018,Toulouse,France-Ligue-1,FL1,21,1703,3,3,-,-,6.68
2952,François Moubandje,2016/2017,Toulouse,France-Ligue-1,FL1,34,3037,7,4,-,3,7.0
2953,François Moubandje,2015/2016,Toulouse,France-Ligue-1,FL1,23,1872,4,4,-,-,6.93
2954,François Moubandje,2014/2015,Toulouse,France-Ligue-1,FL1,31,2702,3,2,-,1,6.82
2955,François Moubandje,2013/2014,Toulouse,France-Ligue-1,FL1,3,58,2,2,-,-,6.1
2956,Manuel Akanji,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,11,903,5,2,-,3,6.62
2957,Manuel Akanji,2017/2018,FC Basel 1893,Europe-UEFA-Champions-League,UCL,6,540,1,-,-,1,7.2
2958,Manuel Akanji,2015/2016,FC Basel 1893,Europe-UEFA-Europa-League,UEL,1,90,-,-,-,-,7.58
2959,Nico Elvedi,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,2,93,-,-,-,-,6.59
2960,Nico Elvedi,2014/2015,FC Zuerich,Europe-UEFA-Europa-League,UEL,4,196,-,-,-,-,6.52
2964,Gelson Fernandes,2016,Switzerland,International-European-Championship,UEC,3,26,-,-,-,-,6.09
2965,Gelson Fernandes,2014,Switzerland,International-FIFA-World-Cup,WC,1,24,-,-,-,-,6.11
2966,Remo Freuler,2017/2018,Atalanta,Italy-Serie-A,ISA,35,3006,45,20,3,22,7.08
2967,Remo Freuler,2017/2018,Atalanta,Europe-UEFA-Europa-League,UEL,8,720,8,4,-,4,7.58
2968,Remo Freuler,2016/2017,Atalanta,Italy-Serie-A,ISA,33,2608,35,13,2,20,7.14
2969,Remo Freuler,2015/2016,Atalanta,Italy-Serie-A,ISA,6,451,5,3,1,1,6.71
2970,Breel Embolo,2017/2018,Schalke 04,Germany-Bundesliga,GB,21,916,18,5,3,10,6.49
2971,Breel Embolo,2016/2017,Schalke 04,Germany-Bundesliga,GB,7,342,8,3,1,4,6.92
2972,Breel Embolo,2016/2017,Schalke 04,Europe-UEFA-Europa-League,UEL,2,180,3,-,2,1,6.66
2973,Breel Embolo,2015/2016,FC Basel 1893,Europe-UEFA-Europa-League,UEL,8,620,17,1,1,15,7.09
