,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Goals,SixYardBox,PenaltyArea,OutOfBox,Rating
4498,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,8,614,-,-,-,-,7.06
4499,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,-,6.67
4500,Lucas Hernández,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,15,1253,-,-,-,-,7.04
4501,Lucas Hernández,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,305,-,-,-,-,6.92
4502,Lucas Hernández,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,10,834,-,-,-,-,7.04
4503,Lucas Hernández,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,181,-,-,-,-,6.59
4504,Lucas Hernández,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,1,2,-,-,-,-,6.0
4505,Renato Tapia,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,4,330,-,-,-,-,6.43
4506,Renato Tapia,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,15,1243,1,-,1,-,7.3
4507,Renato Tapia,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,8,176,1,-,1,-,6.37
4508,Renato Tapia,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,7.14
4509,Renato Tapia,2015/2016,Twente,Netherlands-Eredivisie,NE,14,851,1,-,1,-,6.89
4510,Renato Tapia,2015/2016,Feyenoord,Netherlands-Eredivisie,NE,3,144,-,-,-,-,6.31
4511,Renato Tapia,2014/2015,Twente,Netherlands-Eredivisie,NE,17,1119,5,-,4,1,6.94
4512,Giovani Lo Celso,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,151,-,-,-,-,6.22
4513,Giovani Lo Celso,2017/2018,Paris Saint G..,France-Ligue-1,FL1,33,1769,4,1,1,2,7.06
4514,Giovani Lo Celso,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,9,629,1,-,1,-,6.76
4515,Giovani Lo Celso,2016/2017,Paris Saint G..,France-Ligue-1,FL1,4,81,-,-,-,-,6.72
4516,Giovani Lo Celso,2016,Rosario Centr..,Argentina-Primera-División,APD,14,996,2,-,2,-,7.17
4517,Cristian Pavón,2017/2018,Boca Juniors,Argentina-Primera-División,APD,26,2283,6,-,4,2,7.57
4518,Cristian Pavón,2016/2017,Boca Juniors,Argentina-Primera-División,APD,30,2585,9,2,2,5,7.37
4519,Cristian Pavón,2016,Boca Juniors,Argentina-Primera-División,APD,3,205,-,-,-,-,6.48
4520,Tin Jedvaj,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,10,599,-,-,-,-,6.42
4521,Tin Jedvaj,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,18,1423,1,-,1,-,6.72
4522,Tin Jedvaj,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,4,286,-,-,-,-,6.96
4523,Tin Jedvaj,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,15,956,-,-,-,-,6.53
4524,Tin Jedvaj,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,3,265,-,-,-,-,6.6
4525,Tin Jedvaj,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,22,1663,2,-,2,-,6.97
4526,Tin Jedvaj,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,3,138,-,-,-,-,6.58
4527,Tin Jedvaj,2016,Croatia,International-European-Championship,UEC,1,90,-,-,-,-,6.63
4528,Tin Jedvaj,2013/2014,Roma,Italy-Serie-A,ISA,2,97,-,-,-,-,6.71
4529,Samúel Friðjónsson,2017,Vaalerenga,,NE,11,582,2,-,2,-,6.52
4530,Tyronne Ebuehi,2017/2018,ADO Den Haag,Netherlands-Eredivisie,NE,28,2375,-,-,-,-,6.83
4531,Tyronne Ebuehi,2016/2017,ADO Den Haag,Netherlands-Eredivisie,NE,29,2486,1,1,-,-,6.68
4532,Tyronne Ebuehi,2015/2016,ADO Den Haag,Netherlands-Eredivisie,NE,14,1231,-,-,-,-,6.57
4533,Tyronne Ebuehi,2014/2015,ADO Den Haag,Netherlands-Eredivisie,NE,7,278,-,-,-,-,6.24
4534,Oghenekaro Etebo,2017/2018,Las Palmas,Spain-La-Liga,SLL,14,1216,-,-,-,-,6.91
4535,Oghenekaro Etebo,2017/2018,Feirense,Portugal-Liga-NOS,PLN,18,1620,4,1,3,-,6.78
4536,Oghenekaro Etebo,2016/2017,Feirense,Portugal-Liga-NOS,PLN,23,1906,2,-,2,-,6.61
4537,Moses Simon,2016/2017,Gent,Europe-UEFA-Europa-League,UEL,8,530,-,-,-,-,6.6
4538,Moses Simon,2015/2016,Gent,Europe-UEFA-Champions-League,UCL,5,295,-,-,-,-,6.74
4539,Niklas Süle,2017/2018,Bayern Munich,Germany-Bundesliga,GB,27,1919,2,-,2,-,6.9
4540,Niklas Süle,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,644,-,-,-,-,6.55
4541,Niklas Süle,2016/2017,Hoffenheim,Germany-Bundesliga,GB,33,2887,2,-,1,1,6.99
4542,Niklas Süle,2015/2016,Hoffenheim,Germany-Bundesliga,GB,33,2970,-,-,-,-,6.86
4543,Niklas Süle,2014/2015,Hoffenheim,Germany-Bundesliga,GB,15,1270,1,-,1,-,7.2
4544,Niklas Süle,2013/2014,Hoffenheim,Germany-Bundesliga,GB,25,1887,4,2,1,1,7.15
4545,Niklas Süle,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,87,-,-,-,-,5.84
4546,Jonathan Tah,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,28,2427,-,-,-,-,6.95
4547,Jonathan Tah,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,19,1637,1,1,-,-,6.92
4548,Jonathan Tah,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,7.18
4549,Jonathan Tah,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,2566,-,-,-,-,7.19
4550,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,7.08
4551,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,7.2
4552,Jonathan Tah,2013/2014,Hamburger SV,Germany-Bundesliga,GB,16,1279,-,-,-,-,7.01
4553,Julian Brandt,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,34,2337,9,-,8,1,6.98
4554,Julian Brandt,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,32,2306,3,-,3,-,6.95
4555,Julian Brandt,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,534,1,-,1,-,6.92
4556,Julian Brandt,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,1626,9,1,7,1,6.84
4557,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,292,-,-,-,-,6.51
4558,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,86,-,-,-,-,6.22
4559,Julian Brandt,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,25,1112,4,-,4,-,6.71
4560,Julian Brandt,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,119,-,-,-,-,6.11
4561,Julian Brandt,2013/2014,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,2,68,-,-,-,-,5.92
4562,Julian Brandt,2013/2014,Bayer Leverku..,Germany-Bundesliga,GB,12,597,2,-,1,1,6.66
4563,Timo Werner,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,32,2493,13,2,10,1,6.9
4564,Timo Werner,2017/2018,RasenBallspor..,Europe-UEFA-Europa-League,UEL,5,445,4,-,4,-,7.48
4565,Timo Werner,2017/2018,RasenBallspor..,Europe-UEFA-Champions-League,UCL,6,331,3,-,2,1,6.79
4566,Timo Werner,2016/2017,RasenBallspor..,Germany-Bundesliga,GB,31,2435,21,2,19,-,7.29
4567,Timo Werner,2015/2016,VfB Stuttgart,Germany-Bundesliga,GB,33,2200,6,1,5,-,6.44
4568,Timo Werner,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,32,1625,3,-,2,1,6.4
4569,Timo Werner,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,30,1549,4,1,2,1,6.63
4570,Hirving Lozano,2017/2018,PSV Eindhoven,,NE,29,2350,17,5,10,2,7.9
4571,Hwang Hee-chan,2017/2018,Salzburg,Europe-UEFA-Europa-League,UEL,9,491,2,-,2,-,6.63
4572,Hwang Hee-chan,2016/2017,Salzburg,Europe-UEFA-Europa-League,UEL,3,52,2,1,1,-,6.66
4573,Ruben Loftus-Cheek,2017/2018,Crystal Palac..,England-Premier-League,EPL,24,1875,2,1,1,-,7.08
4574,Ruben Loftus-Cheek,2016/2017,Chelsea,England-Premier-League,EPL,6,31,-,-,-,-,6.09
4575,Ruben Loftus-Cheek,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,1,77,-,-,-,-,8.16
4576,Ruben Loftus-Cheek,2015/2016,Chelsea,England-Premier-League,EPL,13,408,1,-,1,-,6.49
4577,Ruben Loftus-Cheek,2015,England U21,International-EURO-U-21,IEU,2,44,-,-,-,-,6.55
4578,Ruben Loftus-Cheek,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,1,7,-,-,-,-,6.52
4579,Ruben Loftus-Cheek,2014/2015,Chelsea,England-Premier-League,EPL,3,134,-,-,-,-,6.33
4580,Dávinson Sánchez,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,6.74
4581,Dávinson Sánchez,2017/2018,Tottenham,England-Premier-League,EPL,31,2535,-,-,-,-,6.94
4582,Dávinson Sánchez,2016/2017,Ajax,Netherlands-Eredivisie,NE,32,2764,6,2,3,1,7.31
4583,Dávinson Sánchez,2016/2017,Ajax,Europe-UEFA-Europa-League,UEL,12,1080,-,-,-,-,7.24
4584,Alex Iwobi,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,6,335,-,-,-,-,6.83
4585,Alex Iwobi,2017/2018,Arsenal,England-Premier-League,EPL,26,1844,3,-,3,-,6.88
4586,Alex Iwobi,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,7,411,1,-,1,-,6.41
4587,Alex Iwobi,2016/2017,Arsenal,England-Premier-League,EPL,26,1463,3,1,2,-,6.72
4588,Alex Iwobi,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,2,77,-,-,-,-,6.29
4589,Alex Iwobi,2015/2016,Arsenal,England-Premier-League,EPL,13,632,2,-,2,-,6.78
4590,Dele Alli,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,5,427,2,1,1,-,7.73
4591,Dele Alli,2017/2018,Tottenham,England-Premier-League,EPL,36,2972,9,2,6,1,7.09
4592,Dele Alli,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,532,1,-,1,-,6.89
4593,Dele Alli,2016/2017,Tottenham,England-Premier-League,EPL,37,3045,18,5,12,1,7.35
4594,Dele Alli,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,129,-,-,-,-,5.59
4595,Dele Alli,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,9,627,-,-,-,-,6.85
4596,Dele Alli,2015/2016,Tottenham,England-Premier-League,EPL,33,2482,10,3,6,1,7.35
4597,Dele Alli,2016,England,International-European-Championship,UEC,4,301,-,-,-,-,6.79
4598,Jan Bednarek,2017/2018,Southampton,,EPL,5,428,1,-,1,-,6.67
4599,Andreas Christensen,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,6,454,-,-,-,-,6.45
4600,Andreas Christensen,2017/2018,Chelsea,England-Premier-League,EPL,27,2071,-,-,-,-,6.8
4601,Andreas Christensen,2016/2017,Borussia M.Gl..,Germany-Bundesliga,GB,31,2782,2,-,2,-,7.01
4602,Andreas Christensen,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,6.5
4603,Andreas Christensen,2016/2017,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,3,270,2,1,1,-,7.61
4604,Andreas Christensen,2015/2016,Borussia M.Gl..,Germany-Bundesliga,GB,31,2790,3,1,2,-,7.08
4605,Andreas Christensen,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,7.1
4606,Andreas Christensen,2015,Denmark U21,International-EURO-U-21,IEU,4,360,-,-,-,-,6.67
4607,Andreas Christensen,2014/2015,Chelsea,England-Premier-League,EPL,1,12,-,-,-,-,6.08
4608,Marco Asensio,2017/2018,Real Madrid,Spain-La-Liga,SLL,32,1839,6,-,3,3,7.02
4609,Marco Asensio,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,12,475,1,-,1,-,6.67
4610,Marco Asensio,2016/2017,Real Madrid,Spain-La-Liga,SLL,23,1077,3,1,2,-,6.84
4611,Marco Asensio,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,8,225,2,-,2,-,6.72
4612,Marco Asensio,2015/2016,Espanyol,Spain-La-Liga,SLL,34,2833,4,-,3,1,7.03
4613,Leroy Sané,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,9,653,-,-,-,-,6.82
4614,Leroy Sané,2017/2018,Manchester Ci..,England-Premier-League,EPL,32,2423,10,1,7,2,7.54
4615,Leroy Sané,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,4,281,2,2,-,-,7.31
4616,Leroy Sané,2016/2017,Manchester Ci..,England-Premier-League,EPL,26,1788,5,-,5,-,7.06
4617,Leroy Sané,2015/2016,Schalke 04,Germany-Bundesliga,GB,33,2314,8,1,7,-,7.1
4618,Leroy Sané,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,7,547,1,-,1,-,7.33
4619,Leroy Sané,2014/2015,Schalke 04,Germany-Bundesliga,GB,13,607,3,1,2,-,6.64
4620,Leroy Sané,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,1,61,1,-,-,1,7.67
4621,Leroy Sané,2016,Germany,International-European-Championship,UEC,1,11,-,-,-,-,5.95
4622,Leroy Sané,2013/2014,Schalke 04,Germany-Bundesliga,GB,1,16,-,-,-,-,6.31
4623,Ramadan Sobhi,2017/2018,Stoke,England-Premier-League,EPL,24,1234,2,1,1,-,6.46
4624,Ramadan Sobhi,2016/2017,Stoke,England-Premier-League,EPL,17,849,-,-,-,-,6.48
4625,Rodrigo Bentancur,2017/2018,Juventus,Italy-Serie-A,ISA,20,568,-,-,-,-,6.41
4626,Rodrigo Bentancur,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,5,291,-,-,-,-,6.51
4627,Rodrigo Bentancur,2016/2017,Boca Juniors,Argentina-Primera-División,APD,22,1836,-,-,-,-,7.03
4628,Rodrigo Bentancur,2016,Boca Juniors,Argentina-Primera-División,APD,11,669,1,-,1,-,6.6
4629,Maxi Gómez,2017/2018,Celta Vigo,,SLL,36,3078,17,5,12,-,6.95
4630,Saeid Ezatolahi,2017/2018,Amkar,Russia-Premier-League,RPL,15,996,1,1,-,-,6.99
4631,Saeid Ezatolahi,2016/2017,FC Rostov,Russia-Premier-League,RPL,10,515,1,-,1,-,6.53
4632,Saeid Ezatolahi,2016/2017,Anzhi Makhach..,Russia-Premier-League,RPL,10,404,-,-,-,-,6.55
4633,Saeid Ezatolahi,2016/2017,FC Rostov,Europe-UEFA-Champions-League,UCL,2,2,-,-,-,-,6.0
4634,Saeid Ezatolahi,2015/2016,FC Rostov,Russia-Premier-League,RPL,1,8,-,-,-,-,6.05
4635,Youssef Aït Bennasser,2017/2018,Caen,France-Ligue-1,FL1,27,2054,-,-,-,-,6.72
4636,Youssef Aït Bennasser,2016/2017,Nancy,France-Ligue-1,FL1,26,1934,3,-,1,2,6.69
4637,Sofyan Amrabat,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,6,528,1,-,1,-,6.59
4638,Sofyan Amrabat,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,21,1190,1,-,-,1,6.73
4639,Sofyan Amrabat,2016/2017,FC Utrecht,Netherlands-Eredivisie,NE,34,2823,1,-,1,-,7.06
4640,Sofyan Amrabat,2015/2016,FC Utrecht,Netherlands-Eredivisie,NE,11,640,-,-,-,-,6.75
4641,Sofyan Amrabat,2014/2015,FC Utrecht,Netherlands-Eredivisie,NE,4,205,-,-,-,-,6.53
4642,Rúben Dias,2017/2018,Benfica,Portugal-Liga-NOS,PLN,24,2151,3,-,3,-,6.95
4643,Rúben Dias,2017/2018,Benfica,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,-,6.55
4644,Gonçalo Guedes,2017/2018,Valencia,Spain-La-Liga,SLL,33,2444,5,-,3,2,7.16
4645,Gonçalo Guedes,2017/2018,Paris Saint G..,France-Ligue-1,FL1,1,4,-,-,-,-,6.19
4646,Gonçalo Guedes,2016/2017,Benfica,Portugal-Liga-NOS,PLN,16,1195,2,-,2,-,7.07
4647,Gonçalo Guedes,2016/2017,Benfica,Europe-UEFA-Champions-League,UCL,6,422,2,1,1,-,7.22
4648,Gonçalo Guedes,2016/2017,Paris Saint G..,France-Ligue-1,FL1,7,140,-,-,-,-,6.28
4649,Gonçalo Guedes,2015/2016,Benfica,Europe-UEFA-Champions-League,UCL,7,496,1,1,-,-,6.86
4650,Ousmane Dembélé,2017/2018,Barcelona,Spain-La-Liga,SLL,17,931,3,1,2,-,7.15
4651,Ousmane Dembélé,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,3,143,1,-,1,-,6.91
4652,Ousmane Dembélé,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,32,2042,6,-,6,-,7.44
4653,Ousmane Dembélé,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,10,770,2,1,1,-,7.5
4654,Ousmane Dembélé,2015/2016,Rennes,France-Ligue-1,FL1,26,1937,12,2,7,3,7.55
4655,Duje Caleta-Car,2017/2018,Salzburg,Europe-UEFA-Europa-League,UEL,13,1170,-,-,-,-,6.85
4656,Duje Caleta-Car,2016/2017,Salzburg,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,7.25
4657,Duje Caleta-Car,2014/2015,Salzburg,Europe-UEFA-Europa-League,UEL,1,90,-,-,-,-,6.69
4658,Ola Aina,2017/2018,Hull,England-Championship,EC,44,3823,-,-,-,-,7.09
4659,Ola Aina,2016/2017,Chelsea,England-Premier-League,EPL,3,25,-,-,-,-,6.12
4660,Chidozie Awaziem,2017/2018,Nantes,,FL1,22,1510,1,-,1,-,6.7
4661,Wilfred Ndidi,2017/2018,Leicester,England-Premier-League,EPL,33,2899,-,-,-,-,7.14
4662,Wilfred Ndidi,2016/2017,Leicester,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,7.15
4663,Wilfred Ndidi,2016/2017,Leicester,England-Premier-League,EPL,17,1522,2,-,1,1,7.26
4664,Wilfred Ndidi,2016/2017,Genk,Europe-UEFA-Europa-League,UEL,6,540,2,-,1,1,8.19
4665,Gabriel Jesus,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,9,618,4,3,1,-,6.81
4666,Gabriel Jesus,2017/2018,Manchester Ci..,England-Premier-League,EPL,29,1673,13,5,8,-,7.05
4667,Gabriel Jesus,2016/2017,Manchester Ci..,England-Premier-League,EPL,10,651,7,3,4,-,7.48
4668,Gabriel Jesus,2016,Palmeiras,Brazil-Brasileirão,BSA,27,2319,12,3,8,1,7.43
4669,Gabriel Jesus,2015,Palmeiras,Brazil-Brasileirão,BSA,20,1300,4,1,3,-,6.8
4670,Youri Tielemans,2017/2018,Monaco,Europe-UEFA-Champions-League,UCL,4,311,1,1,-,-,6.79
4671,Youri Tielemans,2017/2018,Monaco,France-Ligue-1,FL1,27,1567,-,-,-,-,6.84
4672,Youri Tielemans,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,11,917,3,-,1,2,7.33
4673,Youri Tielemans,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,9,496,-,-,-,-,6.49
4674,Youri Tielemans,2014/2015,Anderlecht,Europe-UEFA-Champions-League,UCL,6,471,-,-,-,-,7.02
4675,Youri Tielemans,2014/2015,Anderlecht,Europe-UEFA-Europa-League,UEL,2,161,-,-,-,-,6.71
4676,Youri Tielemans,2013/2014,Anderlecht,Europe-UEFA-Champions-League,UCL,4,190,-,-,-,-,5.9
4677,Dawid Kownacki,2017/2018,Sampdoria,Italy-Serie-A,ISA,22,811,5,2,3,-,6.51
4678,Dawid Kownacki,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,4,210,1,1,-,-,6.33
4679,Hamza Mendyl,2017/2018,Lille,France-Ligue-1,FL1,12,851,-,-,-,-,6.31
4680,Hamza Mendyl,2016/2017,Lille,France-Ligue-1,FL1,1,11,-,-,-,-,6.16
4681,Albert Guðmundsson,2017/2018,PSV Eindhoven,,NE,9,176,-,-,-,-,6.55
4682,Marcus Rashford,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,8,345,3,-,2,1,6.94
4683,Marcus Rashford,2017/2018,Manchester Un..,England-Premier-League,EPL,35,1810,7,1,6,-,6.76
4684,Marcus Rashford,2016/2017,Manchester Un..,England-Premier-League,EPL,32,1703,5,3,2,-,6.58
4685,Marcus Rashford,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,11,737,1,-,-,1,6.72
4686,Marcus Rashford,2015/2016,Manchester Un..,Europe-UEFA-Europa-League,UEL,3,226,2,-,2,-,7.48
4687,Marcus Rashford,2015/2016,Manchester Un..,England-Premier-League,EPL,11,862,5,-,5,-,6.94
4688,Marcus Rashford,2016,England,International-European-Championship,UEC,2,21,-,-,-,-,6.47
4689,Ismaïla Sarr,2017/2018,Rennes,France-Ligue-1,FL1,24,1866,5,2,2,1,6.92
4690,Ismaïla Sarr,2016/2017,Metz,France-Ligue-1,FL1,31,1941,5,-,4,1,6.7
4691,Federico Valverde,2017/2018,Deportivo La ..,,SLL,24,1230,-,-,-,-,6.32
4692,Achraf Hakimi,2017/2018,Real Madrid,Spain-La-Liga,SLL,9,757,2,-,2,-,7.34
4693,Achraf Hakimi,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,-,6.29
4694,Francis Uzoho,2017/2018,Deportivo La ..,,SLL,2,180,-,-,-,-,7.1
4695,Trent Alexander-Arnold,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,10,821,1,-,-,1,7.07
4696,Trent Alexander-Arnold,2017/2018,Liverpool,England-Premier-League,EPL,19,1576,1,-,1,-,7.02
4697,Trent Alexander-Arnold,2016/2017,Liverpool,England-Premier-League,EPL,7,166,-,-,-,-,6.2
4698,Kylian Mbappé,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,658,4,-,4,-,7.91
4699,Kylian Mbappé,2017/2018,Paris Saint G..,France-Ligue-1,FL1,27,2097,13,3,9,1,7.54
4700,Kylian Mbappé,2017/2018,Monaco,France-Ligue-1,FL1,1,75,-,-,-,-,7.51
4701,Kylian Mbappé,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,9,536,6,2,3,1,7.16
4702,Kylian Mbappé,2016/2017,Monaco,France-Ligue-1,FL1,29,1501,15,1,14,-,7.22
4703,Kylian Mbappé,2015/2016,Monaco,Europe-UEFA-Europa-League,UEL,1,34,-,-,-,-,6.09
4704,Kylian Mbappé,2015/2016,Monaco,France-Ligue-1,FL1,11,288,1,-,1,-,6.34
4705,Aleksandar Kolarov,2017/2018,Roma,Italy-Serie-A,ISA,35,3061,2,-,-,2,7.52
4706,Aleksandar Kolarov,2017/2018,Roma,Europe-UEFA-Champions-League,UCL,12,1080,1,-,1,-,7.32
4707,Aleksandar Kolarov,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,7.02
4708,Aleksandar Kolarov,2016/2017,Manchester Ci..,England-Premier-League,EPL,29,2533,1,-,-,1,7.3
4709,Aleksandar Kolarov,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,6,392,-,-,-,-,6.84
4710,Aleksandar Kolarov,2015/2016,Manchester Ci..,England-Premier-League,EPL,29,2282,3,-,3,-,7.14
4711,Aleksandar Kolarov,2014/2015,Manchester Ci..,Europe-UEFA-Champions-League,UCL,4,183,-,-,-,-,6.62
4712,Aleksandar Kolarov,2014/2015,Manchester Ci..,England-Premier-League,EPL,21,1486,2,-,-,2,7.32
4713,Aleksandar Kolarov,2013/2014,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,531,1,-,1,-,7.0
4714,Aleksandar Kolarov,2013/2014,Manchester Ci..,England-Premier-League,EPL,30,1971,1,-,-,1,7.12
4715,Aleksandar Kolarov,2012/2013,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,166,1,-,-,1,6.59
4716,Aleksandar Kolarov,2012/2013,Manchester Ci..,England-Premier-League,EPL,20,1051,1,-,-,1,6.8
4717,Aleksandar Kolarov,2011/2012,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,280,1,-,-,1,7.03
4718,Aleksandar Kolarov,2011/2012,Manchester Ci..,England-Premier-League,EPL,12,821,2,-,1,1,7.18
4719,Aleksandar Kolarov,2010/2011,Manchester Ci..,England-Premier-League,EPL,24,1717,1,-,-,1,6.89
4720,Aleksandar Kolarov,2009/2010,Lazio,Italy-Serie-A,ISA,33,2926,3,-,2,1,7.21
4721,Antonio Rukavina,2017/2018,Villarreal,Spain-La-Liga,SLL,17,1270,-,-,-,-,6.56
4722,Antonio Rukavina,2017/2018,Villarreal,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,6.59
4723,Antonio Rukavina,2016/2017,Villarreal,Spain-La-Liga,SLL,4,271,-,-,-,-,6.51
4724,Antonio Rukavina,2016/2017,Villarreal,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,6.57
4725,Antonio Rukavina,2015/2016,Villarreal,Spain-La-Liga,SLL,18,1346,-,-,-,-,6.61
4726,Antonio Rukavina,2015/2016,Villarreal,Europe-UEFA-Europa-League,UEL,10,887,-,-,-,-,7.07
4727,Antonio Rukavina,2014/2015,Villarreal,Spain-La-Liga,SLL,21,1408,-,-,-,-,6.54
4728,Antonio Rukavina,2014/2015,Villarreal,Europe-UEFA-Europa-League,UEL,4,285,-,-,-,-,6.51
4729,Antonio Rukavina,2013/2014,Valladolid,Spain-La-Liga,SLL,34,3062,1,-,-,1,6.79
4730,Antonio Rukavina,2012/2013,Valladolid,Spain-La-Liga,SLL,37,3315,2,-,2,-,6.66
4731,Yann Sommer,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,30,2627,-,-,-,-,6.79
4732,Yann Sommer,2016/2017,Borussia M.Gl..,Germany-Bundesliga,GB,34,3060,-,-,-,-,6.65
4733,Yann Sommer,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.69
4734,Yann Sommer,2016/2017,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,7.05
4735,Yann Sommer,2015/2016,Borussia M.Gl..,Germany-Bundesliga,GB,32,2880,-,-,-,-,6.63
4736,Yann Sommer,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,6.53
4737,Yann Sommer,2014/2015,Borussia M.Gl..,Germany-Bundesliga,GB,34,3060,-,-,-,-,7.08
4738,Yann Sommer,2014/2015,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,8,720,-,-,-,-,6.9
